Customer_ID,Age,Annual_Income_INR,Employment_Years,Employment_Type,Education,Marital_Status,Home_Ownership,Loan_Amount,Loan_Term_Months,Existing_Debt,Debt_To_Income_Ratio,Credit_History_Years,Missed_Payments,Credit_Utilization_Percent,Number_of_Credit_Cards,Number_of_Active_Loans,Savings_Balance,Checking_Balance,Creditworthy_Target
228,49,1973116,15,Salaried,Bachelor,Single,Own,1275028,12,15760,65.42,4,1,34.4,4,5,551560,419788,1
229,47,380174,26,Self-Employed,High School,Married,Mortgage,865242,48,732,227.78,28,2,67.5,1,2,413169,830663,0
230,29,809039,8,Salaried,Bachelor,Married,Rent,1239561,60,654078,234.06,23,2,36.9,2,0,2817197,180215,0
231,43,493685,23,Business,Bachelor,Married,Rent,2629529,12,972776,729.68,3,2,33.4,5,0,1521432,558646,0
232,62,1326682,29,Self-Employed,Master,Married,Mortgage,2436350,36,1414259,290.24,16,1,22.5,2,3,1204127,777299,1
233,21,875433,0,Business,Bachelor,Single,Own,1053937,84,196206,142.8,24,2,28.6,4,0,2447809,751172,1
234,58,638158,29,Unemployed,Master,Married,Own,916651,72,813954,271.19,14,1,30.3,3,1,846673,591902,1
235,45,1053279,13,Business,High School,Single,Own,1551892,72,433417,188.49,11,3,57.4,4,3,886838,331671,0
236,56,2177255,25,Salaried,Master,Married,Rent,2070254,60,675668,126.12,8,1,24.6,2,5,157639,242017,0
237,53,1474583,19,Unemployed,Master,Single,Rent,587913,24,663957,84.9,15,2,7.8,3,0,1554611,158519,1
238,42,2089516,22,Salaried,Bachelor,Single,Rent,2192315,36,468554,127.34,29,0,51.1,0,2,2253619,736662,1
239,36,2300258,10,Self-Employed,PhD,Married,Own,2848635,60,27345,125.03,18,0,32.3,4,2,2959087,264660,1
240,51,2272987,24,Self-Employed,Bachelor,Divorced,Own,2541440,60,110868,116.69,21,2,44.7,0,5,1583236,649865,1
241,27,994320,0,Salaried,PhD,Single,Rent,1667409,12,783585,246.5,23,1,70.6,5,4,224279,48479,0
242,49,2215746,20,Salaried,Master,Divorced,Own,993662,84,336729,60.04,23,1,46.4,6,5,572892,291758,1
243,25,2289752,0,Self-Employed,Master,Married,Mortgage,1004312,84,490535,65.28,12,0,75.2,3,3,844131,385846,1
244,52,2406263,28,Salaried,High School,Single,Mortgage,2238573,12,135687,98.67,23,2,43.6,7,1,2680121,772880,1
245,51,994326,30,Self-Employed,High School,Married,Mortgage,1391807,60,74422,147.46,9,2,65.1,3,5,1742086,99226,0
246,25,709740,0,Salaried,Bachelor,Married,Rent,364145,24,190049,78.08,17,2,34.1,6,4,2801341,470344,1
247,58,1535515,35,Salaried,Bachelor,Married,Own,2049060,36,565904,170.3,9,2,47.2,4,3,2532516,463771,1
248,41,2341832,13,Self-Employed,High School,Single,Rent,457282,84,245274,30.0,28,1,26.3,4,2,2642028,321521,1
249,59,2269438,28,Salaried,Bachelor,Married,Own,2961360,60,347144,145.79,21,2,28.7,3,4,839308,799224,1
250,23,1505214,0,Self-Employed,High School,Married,Mortgage,1281141,36,453044,115.21,17,1,40.5,7,2,1682913,980345,1
251,29,526234,1,Salaried,Master,Married,Rent,1058892,12,436983,284.26,13,2,18.4,5,1,180878,47630,0
252,45,1160188,25,Business,Bachelor,Married,Own,212916,72,16525,19.78,15,1,48.2,3,1,1119839,932372,1
253,30,1836760,1,Unemployed,High School,Single,Mortgage,544783,36,176046,39.24,23,3,38.9,6,3,939241,896712,1
254,37,1480067,11,Self-Employed,High School,Married,Own,2845710,60,1425215,288.56,8,2,49.7,3,3,485657,842385,0
255,53,981494,32,Salaried,PhD,Married,Mortgage,1634494,24,1001998,268.62,24,2,18.7,7,1,185241,123152,0
256,28,974837,5,Salaried,Bachelor,Single,Rent,2710592,72,185728,297.11,8,0,59.0,3,2,1131729,387894,0
257,54,318619,23,Salaried,Bachelor,Married,Mortgage,2869958,36,425557,1034.31,4,1,79.0,6,1,210655,655980,0
258,26,849442,0,Self-Employed,Master,Single,Mortgage,194354,72,574723,90.54,22,3,74.7,2,4,1836511,204176,0
259,29,1732954,2,Salaried,PhD,Married,Own,1173315,12,1358504,146.1,21,3,83.1,4,2,832173,240535,0
260,49,739849,15,Salaried,High School,Single,Rent,2523019,60,1319291,519.34,10,0,45.8,4,4,679660,563143,0
261,59,2484670,37,Salaried,Bachelor,Married,Own,1512224,84,1155640,107.37,19,0,38.0,4,1,332171,844918,1
262,29,371232,5,Salaried,PhD,Single,Mortgage,1551178,48,159851,460.91,21,1,54.8,3,2,1391888,162773,0
263,35,1545955,2,Business,High School,Divorced,Rent,1731783,48,735749,159.61,23,2,40.2,0,0,506878,10352,0
264,66,1332030,44,Salaried,Bachelor,Married,Mortgage,2120790,60,725406,213.67,28,1,10.2,7,0,1719278,995952,1
265,69,2113265,40,Salaried,Master,Married,Mortgage,2819323,72,956281,178.66,25,1,61.4,1,0,2958713,421387,1
266,49,2239607,26,Salaried,High School,Single,Own,2666446,72,1267175,175.64,13,0,40.3,1,0,2194303,76183,1
267,42,1440871,18,Salaried,Bachelor,Married,Own,1894015,12,481463,164.86,6,0,15.7,6,5,348164,961902,1
268,37,1641952,10,Salaried,High School,Single,Rent,1752074,36,835443,157.59,2,1,34.8,0,1,274053,273343,0
269,51,1801572,26,Self-Employed,High School,Married,Own,1114937,72,395714,83.85,17,2,40.8,6,3,2625658,112894,1
270,49,1388663,16,Business,High School,Married,Own,393164,84,315515,51.03,19,0,45.2,2,5,2600988,668494,1
271,35,608940,1,Self-Employed,High School,Married,Rent,2141581,60,469982,428.87,20,0,45.5,5,2,1087751,760644,0
272,22,1174335,0,Salaried,Bachelor,Single,Rent,57606,12,1103264,98.85,0,2,72.4,1,2,1368223,126568,0
273,28,740401,1,Salaried,PhD,Single,Rent,2109608,60,656739,373.63,21,1,19.2,5,4,1131286,726617,0
274,67,1257411,45,Salaried,Master,Married,Own,1515918,84,1022011,201.84,23,1,42.0,7,4,1745793,377868,1
275,41,1607157,18,Self-Employed,Master,Married,Own,2370109,72,1036728,211.98,21,0,27.4,4,0,625826,319174,1
276,44,665523,24,Business,Master,Married,Own,2850234,72,543278,509.9,15,1,70.1,4,5,2820950,666809,0
277,43,758666,11,Business,High School,Married,Rent,1681312,48,1432563,410.44,0,1,33.8,4,0,1211765,60454,0
278,59,2089211,36,Business,Bachelor,Married,Rent,1739234,84,69442,86.57,14,0,38.1,2,2,503936,168050,1
279,24,1056338,0,Salaried,Master,Married,Rent,1487749,60,1345357,268.2,19,1,66.0,4,5,903046,833095,0
280,25,640248,0,Business,PhD,Married,Mortgage,1150170,48,11797,181.49,17,1,71.5,5,3,2653458,985617,0
281,34,1834563,4,Salaried,Bachelor,Married,Mortgage,312185,84,573529,48.28,17,0,74.5,0,3,866979,904878,1
282,44,1842564,15,Salaried,Bachelor,Single,Own,141219,12,1238089,74.86,15,1,12.1,3,5,2413291,783286,1
283,53,2096690,33,Salaried,PhD,Single,Mortgage,2182873,12,1026371,153.06,16,1,54.7,4,2,2297860,127830,1
284,45,1943165,17,Salaried,Bachelor,Single,Own,2749189,72,482336,166.3,9,1,50.4,1,3,2982082,308847,1
285,42,2481366,14,Self-Employed,Master,Single,Rent,208871,12,1328394,61.95,18,0,44.0,3,3,459337,847827,1
286,66,1513696,42,Business,PhD,Married,Own,1015112,84,206654,80.71,8,3,46.3,3,0,1179126,713111,1
287,28,845426,0,Business,Bachelor,Married,Own,1844206,84,1006061,337.14,14,0,70.7,4,1,2523695,833223,1
288,49,2181989,16,Self-Employed,High School,Married,Mortgage,2129093,24,777826,133.22,12,1,65.8,2,4,380541,410786,1
289,47,794371,24,Self-Employed,PhD,Divorced,Rent,2219087,84,310737,318.47,21,1,62.9,7,1,102710,577022,0
290,44,855236,20,Salaried,Master,Single,Own,2097999,48,1381249,406.82,26,1,49.1,5,5,42528,736845,0
291,60,2102106,36,Salaried,High School,Single,Mortgage,297396,48,1148257,68.77,18,1,90.4,5,5,246574,783531,1
292,34,2225351,2,Salaried,PhD,Single,Own,798955,84,12721,36.47,4,2,37.0,6,4,2377787,725745,1
293,67,967271,45,Salaried,High School,Married,Own,1434269,72,130269,161.75,20,2,12.7,0,0,1046819,39478,1
294,37,1872232,4,Business,Master,Married,Rent,238143,84,84215,17.22,9,4,39.7,2,4,409788,202517,1
295,47,2319957,16,Self-Employed,Master,Single,Rent,1062394,84,623115,72.65,1,1,46.2,1,5,2111702,496176,1
296,46,2033099,19,Self-Employed,High School,Single,Rent,1185751,72,625567,89.09,5,0,71.1,4,4,918036,699016,1
297,62,191585,34,Salaried,Master,Married,Rent,2935387,48,1085974,2099.0,29,1,34.8,2,3,416088,966991,0
298,42,1721824,9,Self-Employed,High School,Single,Rent,985536,24,1013948,116.13,12,0,54.8,5,3,2961945,300994,1
299,34,574147,3,Self-Employed,PhD,Single,Rent,2915544,12,22615,511.74,6,1,15.5,7,2,1752308,775215,0
300,22,2143515,0,Salaried,Bachelor,Married,Rent,2115756,24,714150,132.02,4,2,66.6,2,1,1326284,664159,1
301,38,335533,18,Salaried,Bachelor,Married,Own,2092199,48,1177172,974.38,19,0,46.4,2,2,2763530,268134,0
302,61,2483989,32,Self-Employed,PhD,Married,Own,2468358,12,1346322,153.57,22,3,39.4,3,5,693617,173189,1
303,21,591402,0,Salaried,High School,Married,Rent,2534821,36,438246,502.72,10,0,87.6,3,0,1769297,623531,0
304,64,1154777,43,Salaried,Bachelor,Married,Mortgage,706213,72,66126,66.88,3,1,66.4,2,0,2259700,328189,1
305,47,723077,13,Unemployed,Bachelor,Married,Rent,1291696,12,229316,210.35,10,4,24.2,2,5,17624,212549,0
306,27,2068284,0,Salaried,High School,Single,Own,1608281,36,510211,102.43,19,2,42.8,2,4,814661,218621,0
307,35,1092917,6,Salaried,High School,Married,Rent,2931446,84,664771,329.05,3,3,99.7,3,3,287599,222125,0
308,48,1907425,25,Salaried,Bachelor,Married,Own,169794,36,527021,36.53,8,1,84.6,3,2,1593065,91308,1
309,36,335946,15,Salaried,High School,Married,Rent,1456517,72,135809,473.98,0,0,63.5,3,0,2041440,189345,0
310,26,1230658,6,Self-Employed,Bachelor,Married,Rent,682054,60,510190,96.88,14,2,8.1,2,4,471995,975729,1
311,53,2293640,28,Salaried,Bachelor,Single,Rent,660079,72,434839,47.74,5,0,71.6,5,3,426315,189981,1
312,53,2330521,33,Salaried,Bachelor,Married,Own,2297196,72,731528,129.96,5,1,32.3,3,4,1382498,408825,1
313,26,664169,0,Salaried,High School,Divorced,Mortgage,645585,60,118749,115.08,3,3,71.5,1,2,1191503,499291,0
314,34,1095068,10,Business,High School,Divorced,Own,2390525,84,1185865,326.59,21,0,30.5,6,4,325853,702111,0
315,32,1129145,5,Salaried,High School,Single,Own,2982070,24,625520,319.5,14,1,54.8,7,5,2044269,309798,0
316,53,1491880,25,Salaried,Bachelor,Married,Rent,2340393,24,476823,188.84,28,0,32.2,3,0,2319284,826812,1
317,56,1426622,32,Salaried,High School,Married,Mortgage,551268,60,1359781,133.96,11,1,37.7,4,4,1285331,777959,1
318,56,425786,30,Salaried,PhD,Married,Mortgage,470044,72,1116724,372.67,6,0,57.4,7,3,1095417,508465,0
319,66,1949387,45,Salaried,High School,Married,Rent,1339519,60,205258,79.24,6,1,18.6,2,2,480702,894111,1
320,58,703798,34,Salaried,High School,Divorced,Rent,1675552,84,219698,269.29,28,0,92.4,1,1,956411,348321,1
321,36,910663,2,Business,Master,Married,Rent,2346115,60,3207,257.98,17,3,24.5,2,0,1521756,487590,1
322,26,2130415,0,Business,High School,Single,Own,1296989,72,841087,100.36,9,1,23.3,3,0,2981357,598289,1
323,51,1779993,24,Self-Employed,Bachelor,Single,Own,542837,12,532087,60.39,19,1,57.5,3,1,556697,191314,1
324,65,1100002,31,Business,High School,Married,Rent,2974884,12,562632,321.59,16,2,70.8,4,3,2489107,81908,1
325,68,2296939,41,Salaried,PhD,Married,Rent,2718439,72,764096,151.62,3,2,38.5,2,3,1506508,997999,1
326,32,1094275,11,Unemployed,High School,Divorced,Rent,1979506,48,808816,254.81,21,2,23.6,4,5,1661775,48463,1
327,32,1491949,0,Business,High School,Married,Mortgage,2101605,36,1462,140.96,3,0,26.6,0,4,900290,47032,1
328,22,750675,0,Self-Employed,Bachelor,Single,Rent,2808846,72,161624,395.71,5,2,24.4,7,5,2832636,101513,0
329,27,605010,0,Salaried,Bachelor,Married,Rent,1450850,36,1183742,435.46,21,2,51.2,2,4,193147,549644,0
330,48,1320535,19,Self-Employed,Master,Single,Mortgage,478783,12,1430194,144.56,13,0,43.6,2,3,634196,268290,0
331,47,1486204,23,Business,Master,Single,Own,1837583,48,1255740,208.14,6,2,53.5,1,4,951142,219649,0
332,39,2049495,8,Salaried,Master,Married,Rent,1380076,12,1359321,133.66,2,1,52.3,3,4,1720456,860372,1
333,36,1086897,9,Salaried,High School,Married,Rent,2409268,84,695273,285.63,17,3,61.5,7,4,1269654,937657,0
334,61,2256780,36,Salaried,Bachelor,Single,Rent,2326242,36,1239594,158.01,20,1,36.8,4,1,2787171,875954,1
335,43,1589131,19,Self-Employed,High School,Married,Mortgage,1440753,36,1323340,173.94,6,3,30.2,5,4,553649,324963,0
336,60,342665,29,Unemployed,High School,Divorced,Rent,1135180,72,1339174,722.09,12,0,48.1,4,1,1709119,85304,0
337,68,1894715,45,Salaried,High School,Married,Mortgage,1295060,12,224064,80.18,10,3,43.9,2,1,1452975,958043,1
338,36,1513584,15,Salaried,Bachelor,Single,Own,1915900,60,220031,141.12,26,1,50.1,6,4,923969,545729,1
339,30,1083300,0,Salaried,Bachelor,Divorced,Mortgage,1929230,84,603900,233.83,23,1,30.8,2,3,69230,972801,0
340,67,1264074,43,Business,Master,Single,Own,1559521,12,755582,183.15,8,2,57.8,6,4,2434968,167339,1
341,52,880155,23,Salaried,Bachelor,Single,Own,1619040,84,1437210,347.24,15,0,21.4,7,4,601460,942974,1
342,35,1605133,5,Business,High School,Single,Own,2976191,60,476863,215.13,27,0,36.2,0,4,416430,309661,1
343,51,1495327,19,Salaried,High School,Single,Rent,798520,24,1247305,136.81,10,2,67.6,1,0,1710826,792724,0
344,46,1217679,17,Salaried,Bachelor,Single,Own,562923,72,1331078,155.54,4,1,22.4,6,0,456000,110108,0
345,65,841657,35,Salaried,Bachelor,Single,Own,2407542,72,1447860,458.07,8,2,66.0,0,1,1917923,741215,0
346,33,1104855,1,Salaried,High School,Married,Rent,2809278,84,284156,279.99,18,1,16.8,5,2,2193374,473425,1
347,69,1334983,35,Unemployed,Bachelor,Single,Rent,1845626,84,362814,165.43,29,0,13.3,1,4,689191,952771,1
348,66,1274763,45,Salaried,Master,Single,Rent,1234634,60,329918,122.73,9,0,15.1,4,0,207995,147747,1
349,29,897557,0,Self-Employed,High School,Married,Rent,1078097,12,1102786,242.98,1,1,47.3,5,3,290552,223669,0
350,29,1530237,7,Business,Master,Married,Mortgage,1430579,72,1030071,160.8,5,0,59.6,2,4,151892,636208,0
351,47,705591,14,Self-Employed,PhD,Married,Rent,204744,72,610626,115.56,12,2,70.9,6,2,1453091,809902,0
352,23,1342281,3,Unemployed,Master,Single,Rent,1609375,72,133349,129.83,2,1,69.3,7,1,1137224,888298,1
353,35,461994,12,Salaried,High School,Married,Mortgage,845299,24,781221,352.07,1,0,62.3,1,1,2332984,113487,0
354,42,1275375,20,Self-Employed,High School,Divorced,Mortgage,832831,72,1098550,151.44,19,2,28.4,5,2,1193719,6944,1
355,68,1998833,39,Salaried,Bachelor,Single,Rent,1703042,72,711477,120.8,24,1,28.2,5,3,1952880,361877,1
356,69,2077377,45,Business,Bachelor,Married,Own,2892789,12,402190,158.61,6,1,60.8,2,3,1408950,97533,1
357,28,1791689,8,Self-Employed,High School,Married,Own,657289,12,888318,86.27,15,2,73.4,6,5,1284440,401831,1
358,64,1909903,37,Self-Employed,Bachelor,Married,Rent,2738887,12,991403,195.31,17,2,24.4,2,0,2222196,476759,1
359,25,333003,0,Salaried,Bachelor,Single,Mortgage,1582246,60,886907,741.48,20,0,70.9,2,1,1525755,995326,0
360,57,971998,30,Self-Employed,High School,Single,Own,2920070,36,1309556,435.15,29,1,6.6,5,2,1706558,33396,0
361,62,1697860,36,Business,High School,Married,Rent,1177525,72,470902,97.09,26,0,52.8,0,2,1350542,320976,1
362,64,2037338,35,Salaried,Master,Married,Own,2990912,84,914417,191.69,9,1,42.9,7,4,2140645,338555,1
363,31,1532209,3,Salaried,Bachelor,Married,Rent,1996889,12,1282537,214.03,29,2,40.9,3,0,913693,554733,0
364,64,2160469,39,Salaried,High School,Single,Mortgage,2025910,72,319025,108.54,1,4,45.6,3,1,149683,320390,1
365,26,813508,0,Business,PhD,Single,Mortgage,1711496,72,422382,262.31,28,1,27.9,5,0,1270848,633490,0
366,46,536101,26,Salaried,Master,Single,Mortgage,1382472,12,73748,271.63,4,0,53.9,7,3,947109,849121,0
367,44,380402,21,Salaried,Bachelor,Married,Rent,1599088,12,562467,568.23,3,1,46.2,6,5,2690406,677838,0
368,36,1531823,6,Business,High School,Married,Rent,2559665,72,66920,171.47,3,3,63.7,3,5,2899220,660543,0
369,22,1723228,0,Salaried,Bachelor,Single,Mortgage,2387431,12,1119562,203.51,3,4,76.8,5,0,652831,120150,0
370,58,841923,38,Business,Bachelor,Married,Rent,120224,24,133217,30.1,13,0,47.5,3,0,1283295,887080,1
371,37,1998084,16,Self-Employed,Master,Married,Mortgage,2099125,84,1038631,157.04,19,0,28.6,4,3,1297153,559126,1
372,53,1894879,21,Salaried,High School,Divorced,Own,2511491,72,869726,178.44,22,2,22.2,5,1,667475,164935,1
373,41,1015509,17,Salaried,Bachelor,Married,Own,2245207,84,1481847,367.01,0,1,79.0,4,1,29845,634721,0
374,39,733981,19,Salaried,High School,Married,Own,1516993,24,522326,277.84,8,2,76.4,0,4,2976258,486871,0
375,64,1902176,34,Salaried,PhD,Married,Mortgage,1039765,72,517191,81.85,3,0,62.7,0,1,1956196,903348,1
376,25,1737656,0,Salaried,High School,Married,Own,2035999,60,364660,138.16,4,2,46.2,1,3,1233954,647674,0
377,57,576223,31,Salaried,Bachelor,Single,Mortgage,2007857,84,805905,488.31,22,2,61.3,0,0,551207,957293,0
378,57,771889,24,Salaried,Bachelor,Divorced,Rent,1153435,24,328959,192.05,19,1,71.1,5,5,1436345,974807,1
379,39,1307442,15,Unemployed,Master,Single,Rent,1248733,12,170086,108.52,6,2,32.6,1,0,817358,235027,1
380,33,1365853,5,Salaried,Bachelor,Single,Rent,1137438,36,1422872,187.45,9,1,45.6,1,0,671391,292019,0
381,21,565024,0,Salaried,Bachelor,Single,Rent,182741,48,1018742,212.64,27,2,22.9,2,2,2872858,210518,1
382,66,2380859,37,Self-Employed,Master,Married,Own,143565,60,178224,13.52,17,1,42.4,1,5,1969059,230642,1
383,67,1081665,44,Salaried,Bachelor,Married,Rent,295085,84,927093,112.99,7,4,75.9,6,3,925421,683746,0
384,32,1064633,2,Salaried,Bachelor,Married,Mortgage,1300178,60,457221,165.07,28,1,66.6,0,2,621690,949145,0
385,22,320435,0,Salaried,Master,Single,Own,1555726,84,270086,569.79,5,2,47.7,1,1,2306755,489483,0
386,27,2211713,6,Salaried,Bachelor,Single,Own,1254644,72,707215,88.7,8,0,1.0,1,1,1829770,808445,1
387,24,725533,2,Salaried,Bachelor,Single,Mortgage,2867753,36,1181439,558.1,20,3,31.9,0,3,2564254,743566,0
388,61,2469711,31,Salaried,High School,Single,Own,713133,72,674,28.9,15,3,47.0,2,3,2272317,260817,1
389,64,1330759,43,Salaried,High School,Single,Own,1209243,36,532791,130.91,2,1,40.7,1,3,1206900,848471,1
390,28,2209653,0,Business,Bachelor,Single,Mortgage,779603,72,1381429,97.8,24,2,45.7,2,2,1957193,478964,1
391,57,595562,36,Salaried,High School,Divorced,Mortgage,934259,60,591500,256.19,6,3,49.9,1,1,1142011,10684,0
392,29,564809,0,Salaried,High School,Married,Own,1773211,24,148647,340.27,20,0,34.3,7,1,271146,715571,0
393,38,2038583,8,Salaried,Bachelor,Single,Mortgage,964231,12,642879,78.83,10,1,44.8,6,1,95617,878730,1
394,50,2081607,24,Self-Employed,Bachelor,Single,Rent,987425,84,1023705,96.61,22,2,42.0,5,1,239322,245292,1
395,56,1439976,32,Self-Employed,High School,Divorced,Own,2028939,72,1494483,244.69,26,1,30.9,4,2,2758494,265434,1
396,63,254586,38,Salaried,Bachelor,Married,Rent,2499243,12,943298,1352.21,23,5,81.9,5,1,2527054,732346,0
397,23,2369437,0,Salaried,High School,Married,Mortgage,677070,24,75793,31.77,27,1,35.5,7,4,1173149,969396,1
398,30,1092460,0,Self-Employed,High School,Married,Rent,378586,48,1213595,145.74,16,1,1.0,1,3,2713677,260003,1
399,34,2351484,11,Salaried,High School,Single,Rent,756466,48,1170157,81.93,1,4,80.7,4,1,2212223,430262,1
400,36,2200101,8,Salaried,Bachelor,Single,Rent,1754052,36,977081,124.14,16,1,28.1,1,0,406981,679157,1
401,69,2155456,35,Self-Employed,Bachelor,Single,Own,2881080,24,1344808,196.06,13,1,63.0,3,0,677098,852447,1
402,59,1777905,36,Salaried,PhD,Married,Rent,522131,60,1154081,94.28,21,1,31.4,7,0,1126380,33640,1
403,36,1741941,6,Salaried,Bachelor,Divorced,Own,176162,72,348336,30.11,7,2,56.4,5,1,2414227,199935,1
404,68,1415957,45,Self-Employed,PhD,Single,Mortgage,1608309,60,631872,158.21,20,0,44.0,5,1,1962200,894000,1
405,45,237487,13,Salaried,High School,Married,Own,2973250,84,761148,1572.46,13,0,65.0,0,0,1179306,525156,0
406,45,1079844,23,Salaried,Bachelor,Married,Own,1680010,36,733056,223.46,20,1,40.7,6,4,2506442,758199,1
407,42,1874855,18,Business,Bachelor,Married,Own,2777177,48,958188,199.23,12,1,31.9,5,3,975090,63288,1
408,28,2064528,2,Salaried,Bachelor,Married,Mortgage,1944778,36,1052493,145.18,11,2,50.1,2,5,2726955,90919,1
409,66,1478193,41,Salaried,Master,Married,Rent,143228,84,155939,20.24,6,1,37.4,2,5,2163980,734842,1
410,21,1826175,0,Salaried,Bachelor,Married,Rent,1310903,36,852640,118.47,24,1,6.4,4,0,2096048,375922,1
411,29,230447,0,Business,High School,Married,Rent,2321634,36,58221,1032.71,2,2,33.0,6,4,262941,942099,0
412,32,1266700,12,Self-Employed,Bachelor,Married,Rent,1552950,72,767307,183.17,7,2,100.0,4,5,442423,430945,0
413,34,1357922,0,Salaried,High School,Single,Mortgage,624656,36,633267,92.64,12,1,8.6,6,4,2950464,843123,1
414,27,2250563,7,Salaried,High School,Married,Own,583810,36,308337,39.64,4,0,49.8,1,4,2305052,543481,1
415,21,901640,0,Salaried,Bachelor,Married,Own,2007437,72,1486231,387.48,27,1,40.1,5,0,771464,680353,0
416,54,713479,21,Unemployed,High School,Married,Mortgage,1415895,12,387162,252.71,10,1,81.7,6,5,2577074,653754,0
417,68,997518,45,Self-Employed,Bachelor,Single,Rent,1743692,12,84485,183.27,7,3,22.8,5,4,923937,118938,1
418,26,575308,5,Self-Employed,Bachelor,Single,Rent,1150439,84,537745,293.44,7,1,47.0,2,3,1053917,794479,0
419,35,1475544,4,Unemployed,Master,Single,Own,1050177,24,1136108,148.17,5,0,58.7,3,5,912077,983959,1
420,45,1671304,24,Salaried,Bachelor,Married,Mortgage,2015086,72,13926,121.4,19,2,41.4,3,2,1482458,386959,1
421,66,2038598,33,Salaried,Bachelor,Married,Mortgage,72899,60,739294,39.84,14,1,29.6,2,3,2285022,343962,1
422,55,2435026,29,Unemployed,Bachelor,Single,Rent,1332724,24,626045,80.44,6,0,44.6,1,4,499147,597227,1
423,58,350764,25,Business,Bachelor,Married,Own,1143542,24,1298661,696.25,26,3,38.8,1,4,2902445,632772,0
424,49,753635,26,Salaried,High School,Married,Own,2349057,84,4152,312.25,19,1,38.8,5,3,913558,383208,0
425,41,877652,19,Salaried,High School,Married,Own,2198827,84,25987,253.5,12,0,63.6,1,4,2905426,272980,1
426,30,759235,0,Salaried,High School,Married,Rent,1306676,24,847523,283.73,15,1,53.1,6,5,2609398,971293,1
427,63,2099294,32,Self-Employed,Bachelor,Married,Rent,824999,48,269067,52.12,19,0,56.0,6,3,1642892,827322,1
428,60,503637,27,Self-Employed,Master,Single,Rent,745524,84,1056043,357.71,4,0,51.6,3,5,266541,571861,0
